"FSC.A","SSC.A","FL1.A","FL2.A","FL3.A","FL4.A","FSC.H","SSC.H","FL1.H","FL2.H","FL3.H","FL4.H","Width"
17.487102046237,16.3429601031734,6.52356195605701,6.76818432477693,6.55458885167764,7.96000193206808,17.4462271471724,16.7312129466071,6.10852445677817,6,7.37503943134692,5.20945336562895,5.49185309632967
17.0429097606989,15.621765723705,6.96578428466209,7.77478705960117,8.14974711950468,8.86727873970966,16.8743330263163,15.9781071248694,7.53138146051631,7.17990909001493,8.57742882803575,7.56224242422107,5.4262647547021
20.1362289133837,19.8780509127285,7.08746284125034,5.6724253419715,8.57742882803575,8.467605550083,19.8765559151119,20.1056591839742,7.49185309632967,5.4262647547021,7.94251450533924,7.17990909001493,6.12928301694497
18.8476293519224,16.9346238453614,2,4.75488750216347,6.44294349584873,7.89481776330794,18.8075152992495,17.3116418967135,5.88264304936184,6.20945336562895,7.78135971352466,4.8073549220576,5.8073549220576
18.7215798645235,16.6597032890201,6.98868468677217,6.82017896241519,8.01680828768655,8.85486838326024,18.6014806419874,16.9934138763952,6.71424551766612,6.8073549220576,7.53138146051631,8.70390357344466,5.8073549220576
17.2767877906464,15.8687261147174,7.53138146051631,6.62935662007961,8.50382573799575,8.17990909001493,17.1529581752594,16.1994423049665,6.59991284218713,6.74146698640115,8.43045255166553,8.02236781302845,5.4594316186373
16.7204313176124,14.4995344983701,7.08746284125034,7.04439411935845,8.11894107272351,7.85798099512757,16.7178905839873,15.113864230073,6.39231742277876,7.04439411935845,8.93957921431469,5.97727992349992,5.20945336562895
18.7817599085466,16.2603131392232,5.75488750216347,5.95419631038687,6.8703647195834,8.75488750216347,18.7909529721468,16.6475005868925,5.78135971352466,6.22881869049588,7.22881869049588,7.90086680798075,5.75488750216347
16.7682877252458,14.7832028900644,6.4594316186373,5.75488750216347,-Inf,8.37068740680722,16.6648777843348,15.1497868057722,6.76818432477693,6.06608919045777,3.70043971814109,6.8703647195834,5.28540221886225
16.9474200608461,15.8317773100135,7.54689445988764,6.85798099512757,8.31741261376487,6.68650052718322,16.5772370303197,16.1178865599819,7.38370429247405,7.05528243550119,7.54689445988764,6.4093909361377,5.49185309632967
16.6054650493691,14.1692986957928,5.70043971814109,5.55458885167764,6.12928301694497,7.03342300153745,16.5832444033047,14.5834354040894,4.8073549220576,6.22881869049588,5.04439411935845,2.8073549220576,5.16992500144231
19.4832135316717,18.3490868126999,9.71938882094208,9.07414146275251,9.93221475196838,9.74483383749955,18.9890590457826,18.1358645678386,9.46964181723952,8.92481250360578,9.29001884693262,9.37503943134693,6.2667865406949
16.8498082368295,15.4591434094675,7.72109918870718,6.55458885167764,9.29001884693262,8.59618975614441,16.6623624045052,15.8099188201829,6.97727992349992,6.28540221886225,8.2667865406949,7.49984588708321,5.35755200461808
18.0700580348912,15.3656389582345,7.68650052718322,7.59245703726808,7.35755200461808,8.93369065495223,18.0392832169523,15.7094608117232,7.8703647195834,7.13955135239879,7.63662462054365,8.54689445988764,5.61470984411521
18.8681714592443,16.8447793093889,3.4594316186373,4.8073549220576,8.14974711950468,8.01680828768655,18.7803026649677,17.2597616502865,5.04439411935845,6.32192809488736,7.76155123244448,6.32192809488736,5.83289001416474
18.8267563910008,17.0794952006607,7.74146698640115,6.4594316186373,7.83920378809694,8.70735913208088,18.6891858448497,17.3145743937916,7.24792751344359,6.71424551766612,7.84549005094437,8.2807707701306,5.85798099512757
16.8667959585115,13.5943246039248,6.76818432477693,6.98868468677217,7.76155123244448,5.6724253419715,16.728186256845,13.9796038240745,7.67948009950545,6.4262647547021,7.28540221886225,6.82017896241519,5.35755200461808
19.3547616116829,16.1296452553759,7.07681559705083,5.70043971814109,7.38370429247405,9.3037807481771,19.3729096846402,16.5062765843974,6.89481776330794,5.88264304936184,8.37937836707126,8.3264294871223,5.85798099512757
18.9178003626128,18.3238068478041,10.0887882387169,8.64745842645492,9.8008998999203,9.14974711950468,18.5205419524778,18.3353423733987,9.85486838326024,8.5077946401987,9.56033283421244,7.89481776330794,6.08746284125034
18.6856898504186,16.5065245393753,6.59991284218713,-Inf,9.21674585819531,9.04984854945056,18.6750749203854,16.8672787397097,6.4594316186373,5.4262647547021,9.16239132875691,8.89178370321831,5.75488750216347
19.4487374109442,17.3018623238415,8.84235034341381,7.59245703726808,9.0389189892923,8.24792751344359,19.0305432139721,17.3240574565238,8.4757334309664,7.11894107272351,8.51175265376738,7.05528243550119,6.18982455888002
18.7955831159412,18.1701157749157,9.41574176829009,7.79441586635011,9.19967234483636,9.06608919045777,18.3546884471399,18.3304442564768,8.90086680798075,7.4594316186373,8.83920378809694,8.08746284125034,6.06608919045777
18.1234646941702,17.1681138432002,5.04439411935845,5.52356195605701,4.8073549220576,7.4178525148859,17.9655532095299,17.511798972428,5,6.78135971352466,5.35755200461808,-Inf,5.70043971814109
16.5628088475244,15.3647502413807,6.68650052718322,7.17990909001493,7.63662462054365,9.10328780841202,16.3192487328175,15.6665291560179,6.97727992349992,7.10852445677817,7.95419631038687,9.33091687811462,5.28540221886225
18.2768831840021,15.8031220729354,3.58496250072116,5.4262647547021,6.52356195605701,8.467605550083,18.2542812769185,16.1905963424756,5.8073549220576,6.28540221886225,7.15987133677839,7.4757334309664,5.6724253419715
18.8099376555103,17.1490822121829,9.24317398347295,8.64745842645492,8.56985560833095,9.42836017270429,18.4736621548661,17.1804531073288,8.89481776330794,7.94836723158468,8.2807707701306,9.51963625284321,6
16.563151574677,14.1342658692347,7.7279204545632,6.90689059560852,6.2667865406949,7.8008998999203,16.4354749370144,14.4446266942027,7.32192809488736,6.88264304936184,6.53915881110803,7.49984588708321,5.16992500144231
18.0594976207332,16.3703638810403,5.97727992349992,6.4757334309664,-Inf,8.75822321472672,17.8670132300436,16.5764252961843,5.6724253419715,6.68650052718322,6.02236781302845,7.16992500144231,5.70043971814109
17.5066872366727,16.6509815958505,5.4594316186373,6.76818432477693,6.76818432477693,8.37503943134693,17.3184457182563,16.9432931892022,6.24792751344359,5.64385618977472,6.6724253419715,6.37503943134692,5.55458885167764
