"FSC.A","SSC.A","FL1.A","FL2.A","FL3.A","FL4.A","FSC.H","SSC.H","FL1.H","FL2.H","FL3.H","FL4.H","Width"
-0.76854360302988,-0.275598353540416,-0.2810007617924,-0.21916531348713,-0.339979255704043,-0.256757569905874,-0.973375608218598,-0.318200950467047,-0.330626614555865,-0.10991282055412,-0.450622875067725,-0.40727214523423,-0.975375829179464
-0.447527463059059,-0.259423504085535,-0.227608868055077,-0.237574147952629,-0.259217397385074,-0.164473491267226,-0.446557368274465,-0.291450862973542,-0.134339651401953,-0.181952563747417,-0.275922189888923,-0.285050171831052,-0.347538430313027
-0.425889603997914,-0.15210838786152,-0.314977421443424,-0.28461894714224,-0.268447324050099,-0.211371957460637,-0.473323083902424,-0.121236391614305,-0.376377711230837,-0.341469137961144,-0.400568184370428,-0.440605410707825,-0.277778719327867
-0.224871841717343,-0.205775965791774,-0.355021341746416,-0.308141346737045,-0.398589290026951,-0.0162138239461195,-0.109172103459119,-0.214010156340292,-0.466404062752557,-0.356906225788279,-0.552695185509271,-0.0250507011370186,-0.173139152850127
0.488546021130548,-0.095300312612327,0.431902364813903,0.56627829037419,0.577475454799443,1.31661032819566,0.883529156907796,-0.0609787656701331,1.11717421893276,1.01956743879792,1.23945903435866,1.64161257254268,0.175659402075671
0.00363011932632233,-0.155736993469319,-0.32347158635618,-0.36950412828871,-0.267062835050345,-0.568405442029832,0.274279066535646,-0.129872190872632,-0.444266435329183,-0.428945968981575,-0.218015783003815,-0.558382948714524,-0.0684995863723878
-0.73187666413264,-0.26078763076965,-0.0844215166686195,-0.203824618099213,-0.136459372740241,0.107840183404194,-0.938128067162759,-0.29658843768606,0.0589956280955091,-0.0353002293896348,-0.102202969233599,0.788280976418676,-0.766096696223985
-0.00751401103137454,-0.221230819735522,-0.165722809404998,-0.0585993684269379,0.00891197223390269,-0.353580209789045,0.252986645311736,-0.238379114271999,-0.0251273561133104,0.0779050813426881,0.179477349004131,-0.271716865641615,-0.138259297357547
-0.339784864191487,-0.231226304137596,-0.360481876333188,-0.357231571978377,-0.39443582302769,-0.014700970197945,-0.280625128380765,-0.242758976380466,-0.554954572446051,-0.508704256088439,-0.561528366220559,-0.320605655002886,-0.312658574820447
-0.2424035856369,-0.212729719654766,-0.311337065052243,-0.308141346737045,-0.378283451363896,-0.668253789409353,-0.118371037307834,-0.216681624376539,-0.433935542531609,-0.38520755347136,-0.442771158879913,-0.74504923536665,-0.208019008342707
-0.702989809453,-0.0463864227386803,0.684300407935794,0.673663158089605,0.713616873108562,0.245509874488078,-0.962421895816915,-0.0471929992034272,0.897273786527254,1.14563698938619,1.48482516522776,0.670503438411977,-0.452177996790766
-0.747406276785427,-0.253206922564955,-0.100803120428935,0.0293539517971161,-0.238450062388768,0.141122965864034,-0.958570406218925,-0.294097546018068,-0.0280790397697602,0.137080584680039,-0.317143699874933,0.406059532321465,-0.870736262701724
-0.203836368080938,-0.20389367136406,-0.334392655529723,-0.390981101831793,-0.435508996687051,-0.290040352365714,-0.0607720341151967,-0.201617660479634,-0.423604649734034,-0.405790337240873,-0.486937062436352,-0.496160853163815,-0.173139152850127
-0.072266079079191,-0.132017220874908,0.512596931485085,0.547869455908691,0.754690046767923,-0.249193301165001,0.0491497639551977,-0.104472885427939,1.34002633499473,1.61389532014261,1.69682150229866,0.0327269590172111,-0.033619730879808
-0.305585668483521,-0.259855787672736,-0.384144192875865,-0.273369103857768,-0.36859202836562,-0.176576321252622,-0.229765044719014,-0.293527491208477,-0.554954572446051,-0.32345920216282,-0.406456971511286,0.226059898764057,-0.242898863835287
-0.658419108171244,-0.265474042903746,-0.174823700382951,-0.204847331125074,-0.245834003720788,-0.398965822234282,-0.8182973504164,-0.304147860161061,-0.166808171622901,-0.20253534751693,-0.264144615607206,-0.291716824925771,-0.591697418761085
-0.211252692984082,-0.241466558385403,-0.331359025203739,-0.208938183228519,-0.322903891373746,-0.138754977548258,-0.0583761321396279,-0.26893723870783,-0.448693960813858,-0.256565154911902,-0.43001212007472,-0.35616113817472,-0.208019008342707
-0.296210863431342,0.00625770232783554,0.886946913711543,0.773889034623992,0.510096990144761,0.457309399232516,-0.483552564289689,0.00034107420495262,1.31641286574313,1.05558731039457,0.544582151737357,0.419392838510902,0.31517882404599
-0.561776988543634,-0.0548159526891048,-0.273113322944841,-0.302005068581878,-0.165995138068321,0.0412746184845136,-0.69661212480689,0.0122467220139416,-0.426556333390484,-0.284866482594983,-0.277885118935876,-0.153939327634916,-0.347538430313027
-0.496661161181361,-0.219903909519179,-0.318011051769408,-0.280528095038795,-0.249987470720049,-0.0979079263475455,-0.565618736913704,-0.227548072889784,-0.438363068016283,-0.477830080434169,-0.129683975890938,-0.229494729375062,-0.382418285805606
-0.629168494177148,-0.0205610569099218,0.724344328238787,0.608209524434495,0.432565606158551,0.203149969539191,-0.920563659914709,-0.0227815527144831,0.817578327803109,0.739127009938301,0.472935241523579,0.643836826033102,-0.033619730879808
1.18256096214532,-0.0354318985901664,0.300849534731383,0.387303510848499,0.661929283784422,-0.0343680689242142,1.96815801795079,0.0459312961197607,0.807247435005535,0.929517759806299,1.17075651771531,0.219393245669338,0.280298968553411
-0.559980017530218,-0.207340488840817,-0.143880671057911,-0.177234079426825,-0.13230590574098,0.0775831084407029,-0.792799634446472,-0.23669373483495,-0.104822814837455,-0.0841843408422287,0.0469796383348159,0.250504293444692,-0.173139152850127
-0.674882854743557,-0.275261973927859,-0.331965751268936,-0.348027154745627,-0.397666297360449,-0.397452968486107,-0.826743557876358,-0.317606110665735,-0.41622544059291,-0.408363185212062,-0.53404735956322,-0.676160486721223,-0.661457129746245
1.19058694765949,0.637364542992143,-0.198486016925628,-0.154734392857881,-0.149381270071276,-0.323323134825554,1.98520477739837,1.09094621313523,-0.208131742813198,-0.0275816854760673,-0.230774821809009,-0.427272104518387,0.280298968553411
1.42148244499228,0.965509296353488,-0.126892341232399,-0.0770082028924376,-0.164610649068567,0.378641004327439,2.07721548666628,1.63856352379149,-0.0398857743955594,0.0624679935155531,-0.268070473701112,0.072726877585524,0.35005867953857
0.616350673709039,0.797863423065372,2.49962479500478,2.71295293165663,2.6274421671015,1.796184966367,-0.188747392859773,0.270771889232776,0.9592591433127,1.22282242852186,1.41415971953746,1.37050201335745,3.76828451781139
-0.179399017335734,-0.243922845258375,-0.373223123702322,-0.342913589616322,-0.419818121356509,-0.327861696070078,-0.036829636077873,-0.275306981580208,-0.470831588237231,-0.4469559047799,-0.566435688837941,-0.696160446005379,-0.208019008342707
-0.246975312700993,-0.265349510876969,-0.340459916181692,-0.38791296275421,-0.38335991102966,-0.229526202438732,-0.124096032018534,-0.304066423759691,-0.401467022310661,-0.302876418393307,-0.521288320758026,-0.429494322216627,-0.242898863835287
-0.255394158274779,-0.220110031494533,0.0915290422384681,0.0569672034953657,-0.0963091917473824,-0.0767279738731017,-0.165517354180893,-0.230529353322548,0.42057687601061,0.484415060790575,0.268790620640485,-0.256161341753937,-0.208019008342707
-0.539088592582338,-0.216852159161851,-0.0358834314528712,0.00480883917644989,-0.241680536721526,-0.47158280214666,-0.6852951091324,-0.232004060329967,0.101795041114031,0.1936832400462,-0.0668702463884478,-0.562827384111003,-0.347538430313027
-0.511885216010004,-0.183063900632428,-0.251877910662951,-0.246778565185379,-0.137843861739995,0.186508578309271,-0.622341538095454,-0.177544352092031,-0.292254727022018,-0.315740658249253,-0.236663608949867,0.412726185416183,-0.347538430313027
0.105575849758712,-0.218362288911842,-0.295562187357125,-0.196665626918186,-0.397204801027198,-0.226500494942383,0.459984027688573,-0.232145688854088,-0.376377711230837,-0.212826739401686,-0.475159488154635,-0.591716214188118,-0.0684995863723878
0.24558244478134,0.389737617656155,0.171010156779256,0.271736938926195,0.505482026812248,0.657006093991557,0.41694327525135,0.382277796630422,0.334978049973566,0.811166753131597,1.27282882815685,0.0171714351295339,0.31517882404599
-0.556137264132297,-0.180027895703773,-0.33499938159492,-0.316323050943933,-0.320134913374239,-0.276424668632143,-0.656012390437936,-0.165098745534827,-0.453121486298532,-0.490694320290115,-0.496751707671116,-0.487271982370856,-0.452177996790766
-0.241920513267302,-0.244894767628274,-0.367155863050353,-0.326550181202544,-0.385667392695916,0.231894190754507,-0.130089348754248,-0.27351892146317,-0.516582684912203,-0.423800273039197,-0.56938008240837,-0.0139396126458206,-0.208019008342707
-0.452203952805715,-0.247454115488923,-0.0868484209294069,-0.156779818909603,-0.00724039942989107,-0.31878457358103,-0.476058543838851,-0.273963280957602,0.0634231535801838,-0.055883013159148,0.343381924424692,-0.0650506197053315,-0.347538430313027
