"FSC-A","SSC-A","FL1-A","FL2-A","FL3-A","FL4-A","FSC-H","SSC-H","FL1-H","FL2-H","FL3-H","FL4-H","Width","Time"
700214,90099,65,113,117,330,705386,118663,90,49,187,237,59,137
238126,96145,375,226,487,533,166385,82119,275,153,363,339,64,137
604879,314388,646,427,523,0,458272,359334,483,296,429,185,65,137
3433372,2422535,6379,3138,5755,2563,1345387,1068654,1770,854,1798,1321,156,137
2976462,1850995,5845,2861,5652,501,1306656,1229525,2397,1363,2908,1460,121,137
670363,672418,266,77,246,16,448170,682839,214,172,199,152,73,137
1516127,874957,2611,1314,2609,959,810893,719177,1514,655,1645,635,96,138
1723857,652081,473,177,312,482,1558457,754650,332,165,457,330,73,138
105609,30797,251,86,500,273,96514,39830,224,67,300,131,38,138
651343,173293,123,86,213,304,630443,218847,110,140,269,127,60,138
958149,1212955,519,325,630,375,772418,1409435,461,247,470,393,69,138
608981,925015,37,71,343,263,458066,1082438,44,54,240,45,66,138
2208938,2243220,7097,3327,6801,1421,1022098,1702885,3111,1426,2972,1002,116,138
115793,13994,8,0,10,455,112441,23574,11,68,121,132,39,138
629184,233874,160,63,54,387,607621,307067,155,106,100,163,59,138
104233,164895,9,0,128,343,96446,226780,32,38,198,242,38,138
97906,32616,145,52,366,294,89675,41159,167,76,370,232,38,138
674708,136983,809,417,1137,350,532036,158020,621,253,900,282,66,138
155945,25590,139,113,479,301,138493,30602,169,139,462,102,45,138
15505892,12495398,31959,15396,32796,5924,1655446,2835029,3567,1762,3871,1389,1001,138
1467650,723601,2661,1298,3345,1030,851000,697624,1829,775,1957,845,87,138
185404,77870,0,0,0,324,185842,138861,0,33,22,266,44,138
272341,189398,0,92,95,303,255306,234488,46,96,132,76,50,138
128164,51112,24,56,24,479,122774,68390,42,90,73,374,40,138
90945,27874,97,116,125,611,86308,38235,77,123,187,609,35,139
104108,28014,11,43,0,250,97773,37829,32,27,5,1,37,139
1212017,542641,68,86,55,301,1037894,672331,135,46,132,382,69,139
238967,26416,212,135,314,360,220711,32902,190,103,342,238,49,139
594376,183483,140,103,150,290,513258,211292,116,127,114,136,62,139
185396,42405,194,148,293,566,169118,53367,218,158,303,308,46,139
155207,46046,94,112,0,276,149142,59768,56,72,80,50,43,139
177241,86534,0,42,127,426,150172,90032,54,36,177,271,47,139
138735,46245,62,80,23,354,132743,61182,60,77,41,187,41,139
